id,name,is_closed,review_count,zip_code,rating
nTrTiWqBfLjdxjg6DmAFtA,UFC GYM Hoboken,False,34,07030,4.5
tG6NV7FexyV1u7R2yp99BQ,Work Train Fight,False,125,10012,4.5
bcnlBSdo_Xc2EBcPolq1xw,Equinox Tribeca,False,78,10007,3.5
CcMm3jjHDoQqVxe8MBIXOQ,Blink Fitness - FiDi,False,93,10038,3.0
2Hx0DyvH50VXus8WMyGDWg,Orangetheory FItness Jersey City,False,29,07310,4.0
b1izLnJRUk2_9tLhOtkSCA,J.C Barbell & LMBG CrossFit,False,2,07304,5.0
JrUtRgtEDbhG33g3pCPqcA,Life Clubs,False,19,11559,4.0
VI-1gfoAOp3TmQLrwwzizw,NYSC Lab,False,108,10001,4.0
a2lZaO-3N8rO096h7FOynA,Inform Fitness,False,18,10022,5.0
D32qFehgZxRi93jJ6U5xBg,Essential Fitness NYC,False,5,10019,5.0
Ss2RTJiQ_vODLTUs6hyERQ,Equinox Brookfield Place,False,63,10281,3.0
L9B4YkfFisq5UHQrAJZpNQ,M O V E Fitness & Performance,False,2,07030,5.0
leVqeIg0IAqHWij7oM3__w,Studio 26,False,23,10001,4.5
gx3-OmqU_Cn0pIBNoc3AdA,Planet Fitness,False,71,10013,3.0
00bS6O7_Ux8Pl51MFBB7mQ,World Boxing Gym,False,34,07302,3.5
D4pWVqnw5o-xa2_4JPE2FA,BeniFITNESS Fit Factory,False,2,11561,5.0
Lr0PoX2T7zQcJNZ3LSpZ3Q,YB Fitness,False,18,07078,5.0
F12LTJQF4JUjLeQdhfAhwA,Great Jones Fitness,False,2,10012,5.0
1LYMsMDDi1SFghrp09k-ig,Body Space Fitness,False,82,10011,4.5
Ssl4GVqdnKR4D-H0-K-00w,Retro Fitness,False,27,07305,3.5
5K77VdIngyWJ7QILtxRIYQ,KORE Functional Training Studio & Group Training Center,False,3,11358,5.0
fkhv4IIePKb3GL0EOJR2Qw,Equinox Hudson Yards,False,42,10001,3.5
JiNDn4jv5A1eu9dIfjSg3Q,24 Hour Fitness - Kew Gardens,False,71,11415,2.0
2EN43fe7DYu9jwa1Eb9qZw,Remorca Fitness,False,6,10065,5.0
ytpspiwR-VJNdIlHK8LyOw,WRKNYC,False,31,10016,4.0
tt0xNkQNplbFy59s4m-SSQ,Lagree NY,False,37,11105,5.0
MVLwyc4kMknWp_vMZgA2Iw,X 93 Fitness,False,10,10025,5.0
V1jQysrDMdkt2O4JaI2UKg,Retro Fitness,False,101,11385,3.0
0RVhH2tsAayqyyCuK2u54w,Tyrone Carr Fitness,False,1,10014,5.0
dmIbRUp-mdzIquUH6fMf1g,Hudson River Athletics,False,27,07030,5.0
RMTi7OCccxvlPYk3pbcuQg,CrossFit Flushing,False,16,11365,5.0
uEH960GLytHG1voHob4DNw,Blink Fitness - Ridgewood,False,23,11385,2.0
GUU5nDvO2urwe4xjf4vQLQ,PushLab Fitness,False,81,10075,5.0
_rqxz18CPz6_-tLPzl66IQ,Crunch Fitness - Bowery,False,117,10003,3.5
7-K_gg21-npBzbKpRpJV2g,Skifter Fitness,False,3,11214,5.0
Y7Huno3R7Xg2ZUdsXZJG-A,Team Pure Fitness,False,2,07424,5.0
PFrqcAEFJ1QNfUjlxYz_5A,Planet Fitness,False,73,10003,2.5
yGaLHdvVajUC0jRQ4WPKpQ,The Wolff's Den,False,4,07657,5.0
-tdbwCaOZjgbyDd9_ZJWIw,Better Body Bootcamp,False,72,11361,4.5
jjsE8j5JYzDJjlLitVHO_g,Orangetheory Fitness Edgewater,False,136,07020,4.0
i9DzcNzHnCbN168LkWFLzA,F45 Training Hoboken North,False,3,07030,5.0
fk5nRwwO5CTIFkxEHoQ9hA,Shape It Up Nutrition,False,1,11385,5.0
HWct9FcKmWb2ux1U2pKQYw,Retro Fitness,False,93,11374,3.0
HSNxIXNXQb6xpFJfqX93cQ,Retro Fitness,False,22,07024,4.5
R489QRPFe1rLSBeI5c4scg,Equinox Printing House,False,128,10014,2.5
Jfc3vN2LLbREisUpXyfG6Q,Core Fitness,False,12,10028,4.5
Oych8H3fLi8HCzsaQRvb_Q,"Benswic, Inc",False,7,10027,5.0
zAOx_0vEcGQ1YyGIGYX8VA,Equinox Gramercy,False,42,10010,3.5
pYp5IoSC9HuaZTAPsqyOFA,Crunch Fitness - 23rd Street,False,71,10011,3.0
VmL-dn0-HY5fqr_cxIlMPQ,CompleteBody Midtown East,False,39,10022,4.0
fDnhuobq7nsIl-VAAHYPIg,Pop Physique,False,150,10012,4.5
hIJ1ynOaUiIpnEeh7OzkcA,Push Fitness Club,False,110,11040,3.5
HnVLDq7iywnLdTeUlk_gtQ,Blink Fitness - Journal Square,False,94,07306,2.5
48hnysGBvtK5oUQ5TKk58g,Hearst Tower The Club,False,2,10019,5.0
eOG3oAcBCkG6M24XeV6Sow,Epic Hybrid Training,False,76,10022,4.5
s0mrjPd7eIkM1SYVi2g2Bg,WillyB CrossFit,False,8,11222,4.0
IgMs7JC_5GBW7xYbWTH_Zw,Club Metro USA,False,17,07503,4.5
HNUcoDgS1O4PinM8GiDmrw,Champions Fitness Center,False,1,11229,4.0
jKfO-SoKG2jU0vd1CUEmfQ,Refine Method,False,64,10023,5.0
8LA7TXC5B1ATW1ryW1IAyQ,Bensonhurst JCC Jewish Community Center,False,11,11214,3.5
agFqJkDvS3FDAJAzhfZzgg,Solidcore Nolita,False,2,10012,5.0
lMH6RCxevDdzCTM5wSfqMw,Strong & Shapely Gym,False,31,07073,4.0
XjupUZZ0p8JGEQf7chkcmQ,Fitness Factory,False,92,07020,3.0
qmM0BT_wUsdpZq7_wx5ENg,Drip Sweat,False,1,10032,5.0
J0ltGSBhUA74Bfa41N_l6A,Fhitting Room,False,100,10011,4.5
lHFz5v8rVJy7iOLo_RfFBw,CrossFit Dutch Kills,False,15,11101,5.0
aXcPKfWM6vO8UKgnwXMTwA,SLT W 14,False,4,10011,4.5
0nBe73J5B7vFuHmAuR-Hiw,Sitaras Fitness,False,2,10155,5.0
CSWUEc1A1059ekcE0kVMvA,Koko FitClub of Long Beach,False,15,11561,4.0
GlwSqV8VcvKQJuDfKfy-HQ,Power Ten Fitness Club,False,1,11050,5.0
R8MMzNcVATtTf5-Zvv_jHQ,Corinthian Condominium Health Club,False,3,10016,4.5
stKirJjEJAPFVZEbsLavSw,Everlast Lab,False,17,07030,4.0
rGxhn6FYSQztzXMouPuEjw,New York Sports Clubs,False,110,10014,2.5
PRuSyEekw7U1-aha1IMF7A,CrossFit Union Square,False,13,10003,4.5
0A5Zd-My39SMwmXwS3tYUw,Orangetheory Fitness,False,42,10314,4.0
D1P7yspJBjOcyNiDBchnHw,Planet Fitness,False,153,10019,3.0
970Bi-ZuNhzs7I_SZYZFcA,P.volve,False,1,10012,5.0
k8hHsIU_3UDimYQ5aOtVpQ,Crunch Fitness - Bellmore,False,104,11710,4.0
zZJhQTonAfSUCH9pju1pNA,"Triomph Fitness, Health, & Wellness",False,1,11215,5.0
q-pflkCqVezfQjh6hN4u5Q,Blink Fitness - Clifton,False,45,07013,4.0
BSRAC0vpFCv_ULr0WiDiIw,Crossfit Bridge and Tunnel,False,5,11385,3.5
BmiegPP7Dj-KnboolRZxJQ,Corebalfit,False,4,11429,5.0
ggMXSX103H7R7D_bhPMMkw,Planet Fitness,False,252,11103,2.5
Z42S9ucaD5xIvdGB_vkCTA,The Monterey Health Club,False,4,10128,4.5
UoxNT2kxqnAfcFju2D0qVQ,CrossFit Gantry,False,29,11101,4.0
ZOWZ38hrxsQlACjWc4K5xw,Team Transform Fitness,False,9,10707,5.0
DkYIP4T7AaBoQSkzLjdJMQ,Concept Fitness ,False,4,11572,5.0
5sZrxoLlTad9Uu5BAI-9Cg,Powerhouse Gym,False,32,07606,3.5
iq2pq8zQ7SB_lP73n1m0SA,Newark's Ironbound Fitness,False,53,07105,3.5
fW2vbzp6hTUdPLRif2RUkQ,14th Street Y,False,54,10003,3.5
LzfTLb-aHiJMOV9ufU_3tg,Submit 2 Fitness,False,2,07094,5.0
hjZ9Z1H6OIZY_b14ZZuaJQ,Astoria Sports Complex,False,161,11101,3.5
gSSHYq-W_exdG9qCzCiYxQ,Body Sculptors Gym,False,4,07031,5.0
XsCcKxJQThO__zfMCZHPig,Blink Fitness - The Hub,False,8,10455,5.0
zY-Add-a0mG-I3rf2-wRAA,Dream Body Fitness,False,4,11366,5.0
hSKE0qim-Ddano6wbayGJg,EVF CrossFit Columbus Circle,False,51,10019,4.5
KCuHD90CosICqkj-0F5ctQ,V Fitness,False,7,11358,5.0
eTXVng7EKEeZXJjJPjha1A,Sunnyside Strong Fitness,False,5,11104,4.5
3TlzEi1sNabB4kOGud9cPg,Retro Fitness,False,28,07002,3.0
ckrXklnygfn4w8shgoToog,New York Sports Clubs,False,97,10007,2.0
dl3trqarQpDtO7J0PevOug,Ultimate Fitness Queens,False,65,11377,2.5
TGvCTYtbPmZbquxH36mxUw,Rich Barretta Private Training,False,48,10010,5.0
983lofT13aOFt0sCDnDqWw,FlexFiiT,False,4,11102,4.5
TYC0bQ6l3WA3ah_f1HAiWQ,Dumbo Fitness,False,12,11201,4.0
UtbnOMLcoD9bXCAOkHvakg,Transformation Fitness Studio,False,16,10314,5.0
vjuUND_JopCSfh9BRQ3r9Q,Brick City Strength,False,2,07102,5.0
M869oGVYtKb0N8qYgV1N7g,Performix House,False,1,10011,5.0
c96wNCcaNmN3qgZ0_Q8zDw,Planet Fitness,False,38,07002,3.5
XOAkJJ759BF1HkapiyGg-Q,New York Sports Clubs,False,157,10010,2.0
xKLjvn1kWgHLvUoYwF6k3g,Equinox Rockefeller Center,False,93,10011,3.5
gp6ABP-aU71H0Mqh1MEVRQ,A&G's Fitter Faster Stronger,False,4,11102,5.0
LZdhosulOk2-rYd6L5IFCA,Catalyst S.P.O.R.T.,False,20,10018,4.5
rupbH4rsi4V-RFOX9qpkrQ,Planet Fitness,False,81,11021,3.0
CKqMGXLwPkkWip9XSXGq8g,Crunch Fitness - 34th Street,False,184,10016,3.0
bzjXR3U8U9bPaq7xz7J-hQ,Diamond Gym,False,8,07040,5.0
Q4ulqfklZvpz0HqiFGHJjQ,EVF Performance,False,36,10028,4.5
BUnzMs9X9tGdFz7BALPvXw,Equinox East 92nd Street,False,46,10128,3.5
l1GpVhRU4TB9GTyxo4ZTvQ,Brooklyn Gymnastics Center,False,16,11214,4.0
brlpNUEyY8ORPqyOAfNz2A,Astoria Barbell Club + CrossFit Astoria,False,4,11106,5.0
o3ZyziRPEmV_3zdbuyt5hQ,FIT36 - Livingston,False,7,07039,5.0
0PKItmYLUdglsZQfeNN7Ag,Switch Playground 12th Street,False,73,10003,4.0
gTVj_J5H3X23XJnghkAJ_A,Planet Fitness,False,78,07030,3.0
z-DLAxQWxUYZQTIfkjhnSQ,The MAX Challenge of Bayonne,False,1,07002,5.0
6duo5X1ADyOqNIDXZTnrjA,FITCURE,False,3,10011,5.0
UtYrO3Yuf0aOxuI8x_nLmg,NuYu Revolution,False,8,10025,5.0
UA546ImqzJEt6uD1uD_eHA,Barry's Chelsea,False,187,10011,4.0
VMSLI9M17mr-KOkjSnOABw,Momentum Fitness,False,51,10023,5.0
ANpudEWF5GrpF0mF-gNZEQ,Blink Fitness - Clinton Hill,False,3,11216,2.0
DH8MJZLSDD29BGBjVg4cNA,Firm Athletics,False,2,11560,5.0
n-L3DnnxnqhmCHuqVZ3tjQ,Fhitting Room,False,25,10024,4.5
fW-xgAHNzXOhMu_2K4LqCQ,New York Sports Clubs,False,207,10021,2.0
tnK2OlNVuRgN-Nwf4yMkzg,Blink Fitness - Hicksville,False,47,11801,3.5
QwWOo-AwGfTeFvznEWRrNw,NYSC Flagship Astor Place,False,127,10003,2.5
Rb3SJ32VWs5tWqGnkfSznw,Crunch Fitness - Staten Island,False,46,10301,3.0
JyQdh_J3Td1BvPlEHZnV-w,Daro's Extreme Fitness,False,4,10472,4.0
PMqPQh4JLxjisYlhqifzeg,Manny Cantor Center,False,26,10002,3.5
_VOmwvVvf78mrARK6kP71g,CrossFit Glendale,False,20,11385,4.0
9MO5QDWIi0Gqq4MQz9Zj1Q,Lose-N-Tone Fitness,False,3,11434,5.0
Mb09Q24V14KWjO-4pIhqFw,PRX 14,False,27,10034,4.5
p_Z8KuzX7NpvVr02MznGOQ,Velocity Sports Performance,False,12,10022,4.5
4wUgk14IDIziYvnsHVPVEA,Coney Island YMCA,False,16,11224,3.0
CYBsZ7bM91pvcPMyOoV_eQ,New York Sports Clubs,False,147,07030,2.5
4DZRZHvCwZaaJ3aCgLUpnQ,Crunch Fitness - 59th Street,False,167,10022,3.0
0DiWhb05sAx8vsfmVP-3ig,Phoenix Fitness,False,7,10707,4.5
kMXrOmQLf8d4wywTEyrt5A,Equinox West 92nd Street,False,120,10025,3.0
Lr6GtseSF3JyU1a8yQkd0w,Blink Fitness - Grand Central,False,50,10017,3.0
8Ds8YG1d4oWLhKSsTbdQ5Q,Ripped Fit,False,14,10021,4.0
t-4hnWQx8E-T3Pl3XN9bRA,Boss NYC,False,4,10018,4.0
GhdEN_Unr596LatvDD6few,Strength and Fitness Club,False,10,07016,4.5
GFaJ74Oy3xineK8OaG-HlQ,Central Rock Gym Manhattan,False,28,10069,4.5
dX7w3OtIoFxLbJlYjHStNQ,Blink Fitness - Springfield Gardens,False,9,11423,3.5
z9SFeUkCiQN3qdIBN3vbnQ,Brrrn,False,59,10011,4.5
QxiTikuEsaAGmbImP7t09A,Athletic & Swim Club,False,28,10019,3.5
RIZsSalvZvZXPJpo0OvqAQ,The Wright Fit,False,1,10001,5.0
YMR3wD0om42fEsWIaMwB2w,CrossFit Queens,False,67,11102,4.5
SnGLSkDqOBbMBfzqDIcj1w,Club Metro USA,False,61,07102,3.5
2Cu-uqn6nBU_B23TzJTC1g,King Strength and Performance,False,16,07016,5.0
nZLlq7s-a2pRdw9kKGnKlA,Crossfit Secaucus,False,14,07094,5.0
T26qgrzS6OHML-nT6Vq0qA,Equinox East 63rd Street,False,132,10065,3.5
yImTlGTvmEUcx1iZVqrHOQ,5 Towns CrossFit,False,5,11096,3.5
UR1bX2YHQ30Uqd7lxKIpxA,Vanderbilt Branch YMCA,False,99,10017,3.0
8fmkeYUfegIRvA1tyadARg,Equinox East 61st Street,False,54,10065,3.0
7iX5vzsmNjUxhTcsl9mVXA,Better Body Bootcamp - Fresh Meadows,False,2,11366,5.0
Mxiki9ZQnVuME1s1K4sCWw,Equinox Park Avenue,False,133,10016,3.5
Sfejcon_jhiFZieW3mNujQ,Blink Fitness - Jamaica,False,59,11432,3.0
3Yb4ly4KuZd5HE-Dq_ESOQ,Barrys UES,False,34,10065,4.0
glauk3WwAa1TR9cGyUOMlg,Structure Personal Fitness,False,12,10021,5.0
F_WirI98VF3hgG86Jtm1Gg,Retro Fitness,False,108,11103,3.0
EiF-W3OaQhsM4LOLNWdEaw,NJ HIIT,False,32,07031,5.0
fOez0oelDTqNZHGOMLZxMA,TMPL - West Village,False,2,10014,3.0
2ThcuY2Tj2X44UXnwOD-bw,Barry's NoHo,False,83,10003,3.5
JHoYpaeK6uj7NaFuX2tJtQ,Xtreme Fitness Westchester,False,16,10550,4.0
GWRO4fQ_6gYTIGEZ6i1whQ,Supreme Fitness,False,6,11001,5.0
Grpb9eR_EhLVTt2Z8WsRHg,Crunch Fitness - 54th Street,False,117,10019,3.0
lktjWea85N3VsmNRGIUF1Q,Lucille Roberts- Forest Hills,False,152,11375,2.0
e5Q09J2PHXBvpKU3g5LkvQ,Crossfit Unleashed,False,14,11101,5.0
FXPrPzDzPoLzF5XVjjfRCA,187Fitness,False,3,10040,5.0
XJBWl4KijbICGm5vR4PqLA,NY Strong,False,8,10543,5.0
PfxqaONKUKDEye_y5yNsPA,Dawry Fitness club,False,3,07407,5.0
DmUhP5PLsAsbYsfnf1rpQg,CKO Kickboxing,False,34,11211,4.0
GtYs6kuONl2SPagmhuRhKg,Exceed Physical Culture,False,43,10028,4.0
pLWb8S9KOa9PEciIoNS0cg,Iron Monkey Strength,False,3,11010,5.0
PUY5KtM4DU9xh7lhA2OZng,Blink Fitness - Woodside,False,70,11377,3.0
QoWPbOrvWMiQ3hWytmo8Ng,Project Sculpt,False,2,07030,4.5
PY0P4FKlKl-sNyUdhQnXWw,TBT Fitness  Studios,False,1,07024,5.0
H8u1d_wYTqNvhP-F-XNuVA,Dynamix Fitness,False,39,11105,5.0
OXF2JC6kWBX-LzrRqav87Q,Retro Fitness,False,72,10004,2.5
wmx1Gzw69968rub5WyZeHg,Crunch Fitness - 81st Street,False,108,10028,2.5
agoyLTYm77Tyxr4OlrAUow,Success Fitness Studio,False,6,10128,5.0
sMvY9ou35h3iMWodRETr0w,Reform Athletics,False,1,10022,5.0
Vc8zN7vXpmmnfw8nTm0FoQ,Sparta Gym,False,7,11590,5.0
x25t8G_7Lo9Wd7Grdn_HEw,Blink Fitness - 125th,False,112,10027,3.0
wxHgdW6pFniwmaLexbjqRw,IG-Fit Health Club,False,6,10003,2.5
sGyIlg7CwXS92KfgcAQ0uA,Blink Fitness - Chelsea,False,125,10001,3.5
-wcJE47R7Bb6Wf3vxConvw,Fitness Factory Gym,False,37,07650,3.0
kjFAVD0Es0Cb1AnrDs3xdA,Brazen Athletics,False,16,07004,5.0
g8KS8BuxUTvrbcKhhsM0jQ,NY Fitness Professionals,False,4,10801,5.0
ojH8c9Icmtwcis4mmFySFA,CompleteBody 19th Street,False,57,10011,3.5
Rd1f7ePc3RBnwMuOFa7WFg,Hit House,False,32,10012,5.0
7Ya-xx6S48baO9wY_-6Nig,Equinox Columbus Circle,False,179,10019,3.0
vvcnhViCOxOTCTWIkHlCuw,Equinox East 54th Street,False,75,10022,3.0
BsioUD624cd4lomKISjjgQ,My Gym,False,13,10028,5.0
yVhL4VYz-icHpnxcF1uvBw,Hardbodyz Fitness,False,14,07044,4.5
OOU3LoxoBOW-4veBHbLVHQ,Equinox West 76th Street,False,104,10024,3.5
OY4d2ox08HLT1Ypjeb4gtg,Body Elite Fitness,False,7,07632,5.0
8YnFKNYTiBa1L-6OVgp5rA,Newport Swim and Fitness Center,False,111,07310,2.5
ikzK9H2Ucvaww-ZzbF5MWw,Eastpointe Health & Fitness,False,8,07716,4.0
9LJLT6Wen_W2LKhPBoGZ-g,New York Sports Clubs,False,71,10011,2.5
a08_N_mr0mw0PNZp4fjCiA,Planet Fitness,False,61,11372,2.0
bncyOPrIT0FxgY0eh63Yfg,E Madison Avenue,False,2,10028,5.0
ENO-VZVtc76TZ2A8U875ng,9Round Kickboxing Fitness,False,5,07071,5.0
dFMoTSi-gRnPeD0ZFBp6Sg,New York Sports Clubs,False,123,07002,2.0
TGNxzvK_iBhuT6DpYaAb8g,Crossfit Prospect Heights,False,4,11238,4.0
zAu8MLscVLEz4nCBSZkldw,Archstone West 54th Gym,False,1,10019,4.0
ZrKVVnC673jLOSJ4_Px5vg,Retro Fitness,False,118,07030,2.5
PnD-Oijaj9oeIii53l6_6w,"Energy Fitness & Performance Center, LLC",False,7,07626,4.5
ENgxn6ZblkqM8FPqwZRH4A,Planet Fitness,False,36,10035,3.0
hCtHf-J-RHhluU0pFnXnXg,Tiger Schulmann's Mixed Martial Arts,False,22,11229,4.5
s3aVTL1dEKe0ccJTR5cJjw,Sweat440,False,6,10011,4.5
MN7fZu27rlUCqpD1611A9A,F45 Training Flatiron,False,46,10011,4.5
dEFQoDcs2SFj17JlK4QS7w,Equinox Bryant Park,False,84,10036,3.0
ovB1R1CZ2fwz3sq9Hi9qfw,Synergy Fitness Clubs,False,150,11106,2.5
PdVL0Zv0lK5lFDPVDOb6Vw,Orangetheory Fitness Middletown,False,17,07748,4.5
L1_X4s-60e-O594VAzfNcQ,Shorefront YM-YWHA,False,5,11235,2.5
XSXEmI__stRD1BraWbZ9Jw,New Dorp Fitness,False,13,10306,3.0
UESe9VrLWUCHcc75315shA,Crunch Fitness - 83rd Street,False,157,10024,3.0
fsQ1OrvOckKOImpVn7ELrQ,New York Sports Clubs,False,134,10012,2.5
FHeb4dYz-LEGtyy--HKexg,Manny Cantor Fitness,False,4,10002,3.0
235RuPbkitqZka9HJJ3evA,Equinox East 44th Street,False,85,10170,3.0
ymWhicwFFC1rafiEKzO7Fw,Refine Method,False,86,10021,4.5
nQ3qq2mMvo-NNepmaCyn5w,d.FIT,False,11,07042,4.5
AUzN5ljn_A4JGckDCjT4MA,Planet Fitness,False,140,10001,3.0
0RErWGshwSTqzlqVs1Gj6w,Kaeos Fitness,False,8,07631,5.0
0zil0OKvw41ZUWJsiHwdQw,CrossFit NYC: The Black Box,False,81,10001,4.5
dotZ-G6DyoxBDOWKulw6RA,CityRow - Union Square,False,236,10011,4.5
A7hy98MBw-jGGgH3vCOy5Q,The Fitness Loft Manhasset,False,34,11030,3.5
Y0fwVKX6dwNBLWWXhL_nTQ,Fitness 19 Malverne,False,32,11565,3.0
-ew5Bt6l26xfNK3yovXfhA,BNL Fitness,False,2,10016,5.0
5ML4jPcpsh5_berWsD1o8A,Sedona Fitness For Women,False,12,11223,2.0
G-kFB3jJ99b2TehMO3Ns6Q,Champion Gym,False,2,07631,5.0
HN1CZrV0zpg5BD2PkSSC6g,New York Sports Clubs,False,281,11103,2.5
3T0Q6Qc13GAAORxwTWFYCQ,The Atlantic Club,False,14,07701,4.0
yXUSl-ivorFbyVSxeMLWKQ,New York Sports Clubs,False,196,11374,2.0
EVDtCDgiau1vw4-wg159TQ,Push Fitness Club - Staten Island,False,24,10310,2.5
_rNAh6lD1sLLMA3NV1Ay2w,D & I Fitness,False,12,07079,5.0
5rVTrASbIR6tFo82xz9OKA,Long Island City Branch YMCA,False,65,11101,3.0
b_VwbVQUawfQwkU7gBWQCA,Remorca Fitness Upper East Side,False,7,10021,4.5
SibccDZOpLKtWk96LyGEHg,Crunch Fitness - 66th Street,False,47,10065,3.5
srwj9K7fp9qp0N_kz5wLVg,Orangetheory Fitness Manhattan - East 39th St,False,21,10158,3.5
1HReDJGVvPKMmRSGI5Dimg,Crunch Fitness - Clifton,False,11,07011,4.0
1DBm773TDxE2sF-H0GCnRg,CBXT,False,3,10005,4.5
NEu7Vy2AYcIIciHhhDqDmw,Extreme Gym,False,11,07110,4.0
E270dkcodgqV7hsQHXBdcA,LaGuardia Athletics & Recreation,False,2,11101,3.5
wprWUa_xXCLnlZHEEY6uyw,Salient Fitness,False,2,10024,5.0
p1su_IbwKC423eLdRybYEw,The Churchill,False,3,10016,5.0
luIWZuaYnL5-ejnRSHOnEw,Forum Fitness Club,False,48,07002,2.0
EevoBJ1QD_zHe_m8PE5Dwg,Orangetheory Fitness Soho,False,6,10012,3.0
R0yzqoVY75miPMudwUSccQ,Anytime Fitness,False,4,07083,4.0
cTAtv6I7PjEtE23Mz1-llQ,CrossFit Outbreak - Williamsburg,False,16,11249,3.5
pFipJBMrNOZiv70dfTkp2w,Equinox East 74th Street,False,88,10021,3.5
sKIvnA2rWrJd7YuOrO8hWA,Cityrow - Upper East Side,False,80,10075,4.5
sX80eNGoAg6vT7b-dSZknA,Verb-Fitness,False,4,10020,5.0
ieBqxLLOaj4Rr4oH_DElXg,We Fit Gym,False,39,07026,4.5
gKEZ2heSD3zQ74fxn2FHbQ,Planet Fitness,False,13,07208,3.5
mYYmcAu3_LPXjwwGV75Oaw,K-Fit Boutique Gym,False,15,11581,5.0
90OAg_iySd0iNqO3q-50WA,McBurney Branch YMCA,False,97,10011,3.5
EiREsUj5yjBZoLDIqh0CbQ,NY Ultimate Fitzone,False,10,11364,4.0
GFwXi_lVhc4wxpcw9Lphtg,Equinox Great Neck,False,52,11023,3.5
jT1jCeKdQulEPuP8OX4p9g,The Process,False,1,10162,5.0
hyrYtkhBiKBT7hNXBL3OYg,Crunch Fitness - Rochdale,False,9,11434,2.5
DgNzznhJnADIALlEINBIdw,Barry's Park Ave South,False,47,10016,4.0
hQr8tF6Cz1KhECQiXOo_yg,Equinox East 53rd Street,False,34,10022,3.0
axewZgsFzfIliGphej1KAQ,LA Fitness,False,34,10302,3.0
NpXLOuyMRsUdzc59RfQByw,Crossfit NYC,False,30,10023,4.0
K3tsCBCSckhbaai7h3ZY3g,Barry's Bootcamp UWS,False,30,10023,3.5
-iA0I_ZcwEZdz7W8PEmJvA,NBI Fitness,False,11,07631,5.0
EPU8c5Ple5drswmvlanSqg,Hoboken Barbell,False,1,07030,5.0
1vJWuQ9Rm4lQq0WL61wdsQ,New York Sports Clubs,False,101,10036,2.0
Mq07XKwyWM-0pCct-7VQqw,Planet Fitness,False,57,07047,3.0
PKnSxFiR55WUA0BKySNnxw,SLT- Hoboken,False,13,07030,4.5
Stq5AaxzUrk4HL_1Q4zxNg,Planet Fitness,False,83,11418,2.5
vmck6SOcK1TNdMLLsW5mXA,New York Sports Clubs,False,97,10016,2.5
cd9BcPyhxJZ1q6zaCCTgaA,Barry's Tribeca,False,101,10013,3.5
y_UeKpbsT9xeUyxy-os0ag,SlowBurn Personal Training Studios,False,5,10024,5.0
2vGAFbX1N0dxbOpDp_T_cA,Plasse Strength & Fitness,False,4,11358,5.0
8rjxuUJ6vJ18csSJ3eyl9w,LHTransformations,False,2,10465,5.0
9S49V3gYuTdBhtm61i11Wg,OPEX Riverdale,False,1,10463,5.0
ZVZKHtsL6G2J3PM3EZK3DQ,Astral Fitness,False,33,10463,4.0
TJWcpTGg5sxjP07p-YE7dQ,305 Fitness,False,16,10028,4.5
qe0BVfK9ab93gsFychvHLg,Hudson Boxing Gym,False,11,10013,5.0
xuSER-owUTIwiGD2ZKdWmg,Anytime Fitness,False,2,07407,5.0
xlmHybG4gTl7w8lCFirl6A,Xtreme Fitness,False,7,11368,2.5
rXjILdOHiBKFlTCpwWTzog,Powerhouse Gym,False,10,07036,3.0
wAWW2Pwc80DTDOEe7KuhkQ,My Gym - Upper East 60th,False,12,10022,5.0
5gWSkw5Ejn_Nv-SwMtWJ8Q,New York Sports Clubs,False,145,11385,2.5
qIUcdFBQdjRLG-FZ6XIXaQ,Equinox East 85th Street,False,91,10028,3.0
1OfDu-6b2wSkt0iN4-VfZA,YMCA of Greater N Y,False,1,10001,5.0
3ulKuV3srv0ef6ZUZi0S2A,Flywheel Sports - Flatiron,False,194,10010,4.0
RbBUaDaqu-_r5Z982E9_8w,US Athletic Training Center,False,20,10022,4.5
sAZ4ASYWxMsen8Bv_ln34Q,Definitions Private Training Gyms,False,5,10022,5.0
fHnrlD6lNo_XkUeUy6HHUA,Fitlife Center,False,1,07024,5.0
QGDO_IpQK2zY0iY_gsiXnw,24 Hour Fitness - Pelham Manor,False,28,10803,3.0
WBDJuTNsi2Rkrcpkuk27XQ,Cheetah Fitness,False,7,10701,5.0
f1qZG9UZXR_AgzA6X-OD8Q,Orangetheory Fitness Astoria,False,23,11106,3.5
sImUk06xdTAbp28DGibagA,Chinatown Branch YMCA,False,48,10002,3.0
hwura2EZY4jiUs-LrSzFnA,CrossFit Hoboken,False,22,07030,4.5
wBsa8WocMrDjv8Gfz3L8og,Pumping Iron Gym,False,2,10302,5.0
yQpqI75mbtcSXp1hwzpPbw,Retro Fitness,False,43,07410,4.0
8wNUYNAHp5U66nD41BLtCQ,Definitions Private Training Gyms,False,12,10003,4.0
ABN8Noqe2ghG_2Vy-_6iVg,New York Sports Clubs,False,111,10023,2.5
nSSnaqGqyxe0jCmuyGp25g,24 Hour Fitness - Springfield Super-Sport,False,9,07081,4.0
ZVztVLEIj0yGZoDwtAK78A,Bootcamp Republic,False,11,10019,4.5
jF27ihV57DmFUL5iE2HIgQ,Your Body Your Machine,False,9,10036,3.5
zd-60fczHrqR2QIj_Mp9sA,SLT E 87,False,2,10128,4.0
x1YE26WfVR8M3QS3iUlvaw,SLT Tread,False,3,10016,4.0
